nombre,categoria,confianza,lat,lon,macrocategoria,fecha_extraccion,poligono,fuente,momento,release_overture
Dra. Gloria Guzman,psychologist,0.32,3.4320685,-76.53762875,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Dr. Rojas Odontología Estética,cosmetic_dentist,0.65,3.43206859,-76.5376267,Belleza y estética,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Dra. Lucia Garces,dentist,0.34,3.43206847,-76.53762479,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Clinica Santa Luciana,cosmetic_dentist,0.97,3.43207387,-76.53760339,Belleza y estética,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Dra Alejandra Mideros - Pediatra,pediatrician,0.56,3.43207,-76.5376,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Dra. Melany Morales Chaverra,general_dentistry,0.29,3.43207,-76.5376,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
El Rico Bocado,restaurant,0.92,3.43255884,-76.53758212,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
reydeorientecali | Santiago de Cali,chinese_restaurant,0.16,3.43224622,-76.5375246,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Casa Latina,bar,0.81,3.43283234,-76.53754331,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Casino Lover's,dance_school,0.71,3.43309851,-76.53752329,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Cliniaires,hvac_services,0.83,3.43295887,-76.53754146,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Kapital Llantas Cali,motorcycle_repair,0.95,3.43414665,-76.537502,Automotriz y transporte,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Lavandería Premier,laundromat,0.48,3.43374407,-76.53751869,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Creactivos Taller Publicitario,advertising_agency,0.54,3.43366399,-76.53751645,Servicios profesionales,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Prime Inmobiliaria,real_estate,0.35,3.43415256,-76.53756146,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Corporacion Talentum,education,0.49,3.43390125,-76.53756326,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
rq construcciones,construction_services,0.03,3.43348006,-76.53757749,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Strikingfitness,boxing_class,0.93,3.433136,-76.537583,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Aquí es Richard Academia de Baile,school,0.59,3.43295,-76.53764,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
P&C Procesos y Consultoria,professional_services,0.4,3.4333467,-76.53766396,Servicios profesionales,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Artmonia Estetica,beauty_and_spa,0.35,3.4342655,-76.53766722,Belleza y estética,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Inmobiliaria Cali Multibienes Ltda,property_management,0.75,3.43422281,-76.53777215,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
ESCUELA Y ACADEMIA DE BAILE SONDELUZ,dance_school,0.77,3.4323743320783437,-76.53769254684448,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Livvo,cosmetic_and_beauty_supplies,0.22,3.43222,-76.53768,Belleza y estética,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Todo Pie Laura Alvarez,doctor,0.65,3.43211224,-76.53768298,Salud y bienestar,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Vacunación Empresarial,event_planning,0.77,3.43110021,-76.53775153,Cultura y entretenimiento,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Odontólogia Daniela Sarria,health_and_medical,0.77,3.43207328,-76.53773465,Salud y bienestar,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Terapia con células madres Dra. María Fernanda Caicedo Medicina Alternativa Regenerativa y Antienvejecimiento,naturopathic_holistic,0.5,3.43207718,-76.53773028,Salud y bienestar,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Raid Shadow Legends,public_utility_company,0.32,3.4333744,-76.5378154,Comunitario e institucional,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Labdental JR,dentist,0.68,3.43512218,-76.53786544,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Markdis - Marketing Digital SoLoMo,internet_marketing_service,0.03,3.43527029,-76.53780126,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Fundacion Hogar Gerontologico Nuevo Amanecer,retirement_home,0.59,3.43524353,-76.5378247,Alojamiento,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Dra. Angela Luna,health_and_medical,0.46,3.4353081,-76.5378095,Salud y bienestar,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Balneario Chicuco,sports_and_recreation_venue,0.75,3.4368807,-76.537874,Deporte y recreación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Lavaclínicas S.A.,laundromat,0.79,3.43698459,-76.53780236,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
SENA Alameda,school,0.56,3.43693691,-76.53774878,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Events,event_planning,0.09,3.43596547,-76.53768856,Cultura y entretenimiento,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Vica Spa Centro de Estética,spas,0.37,3.43513837,-76.53767215,Belleza y estética,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Healthy feetcali,podiatrist,0.4,3.43526722,-76.53758112,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Tienda Yan,shopping,0.43,3.43472877,-76.53753005,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Notaria Cuarta del Circulo de Cali,notary_public,0.77,3.43448416,-76.53751743,Comunitario e institucional,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Mr Jeff Cali - El Cedro,laundromat,0.77,3.434908,-76.537489,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Peniche bodas y eventos,wedding_planning,0.59,3.4356868,-76.5375124,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Provide Colombia SAS,wholesale_store,0.54,3.43554223,-76.53746581,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Bodas y eventos peniche,wedding_planning,0.4,3.4357,-76.53752,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Servicali Automotriz Ltda,automotive_repair,0.61,3.43668086,-76.5375067,Automotriz y transporte,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Váziko S.A.S.,sin_categoria,0.77,3.4361668,-76.53791,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
vaziko,printing_services,0.3,3.43614364,-76.53790533,Servicios profesionales,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
MSI Partner Group S.A.S,information_technology_company,0.24,3.43529099,-76.53790496,Servicios profesionales,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Viajes Ando Viajando Sas,travel_services,0.33,3.43530892,-76.5379961,Cultura y entretenimiento,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Fishnova Cali,sin_categoria,0.17,3.4347369879102,-76.538025,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Alevinos Del Valle SAS,biotechnology_company,0.32,3.43509457,-76.53807417,Servicios profesionales,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Escuela de música Madeira,music_production,0.57,3.43594,-76.53808,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Cars Ltda,automotive_dealer,0.93,3.4371163,-76.5381101,Automotriz y transporte,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Laboratorio Dental Tecnodentyplus,dentist,0.78,3.43530607,-76.53823497,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Conciencia Salsera,music_school,0.16,3.43720214,-76.53829297,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
El Rincón De Heberth,bar,0.95,3.43730301,-76.53828811,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Cachorros y Más,veterinarian,0.84,3.43644242,-76.5373009,Otros,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Fajas Equilibrium,clothing_store,0.73,3.43550058,-76.53745941,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Asadero,restaurant,0.2,3.43534355,-76.53744835,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Cargas La 7,automotive_repair,0.42,3.43560567,-76.53740862,Automotriz y transporte,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Pasarela Light,dance_club,0.45,3.43501816,-76.5374401,Educación y formación,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Alianzauto,car_dealer,0.81,3.43507305,-76.53744357,Automotriz y transporte,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
La Areperia,restaurant,0.74,3.43468001,-76.53745443,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Frisby Avenida Roosevelt,chicken_restaurant,0.77,3.4280290031474903,-76.53742898918237,Gastronomía y bebidas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Salon de Eventos Roses Cedro,event_planning,0.96,3.42794664,-76.53735624,Cultura y entretenimiento,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Dulces del Valle,candy_store,0.5,3.42797332,-76.53736588,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Colchones Cielo Azul,home_goods_store,0.83,3.42790108,-76.53711507,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
Colchones 5 Estrellas,mattress_store,0.76,3.42774702,-76.5370559,Comercio y tiendas,2026-05-12,Av. Roosevelt - Buffer 100m,Overture Maps Foundation,linea_base_pre_intervencion,2026-04-15
